country_code,cellphone,TIENE_HERMANO,PAGO_MATRICULA,PAGO_CLASES,DEBE_MATRICULA,DEBE_CLASES,SALDO_NETO_REAL,SALDO_NETO_PALABRA,HISTORIAL_ASISTENCIA_Y_PAGOS,nombre_estudiante,CUANTAS_CLASES_LLEVAMOS,CUANTAS_CLASES_ASISTIO,CUANTAS_CLASES_ASISTIO_CON_PAGO,CUANTAS_CLASES_ASISTIO_SIN_PAGO,CUANTAS_CLASES_NO_HA_ASISTIDO,ASISTIO_SI_NO_A_LA_ULTIMA_CLASE,ASISTIO_ULTIMOS_3_MESES,COLEGIO,COLEGIO_SLUG,GRUPO,CORREO,CONTRASENA,all_phone_numbers
57,+57 3028570437,NO,9818,110000,17681,90000,12137,A_FAVOR:12137,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: 10000|2024-02-05: NO_ASISTIO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: 20000|2024-03-04: NO_ASISTIO|2024-03-11: NO_ASISTIO|2024-03-18: 15000|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 10000|2024-04-22: NO_ASISTIO|2024-04-29: 20000|2024-05-06: NO_ASISTIO|2024-05-13: 20000|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: NO_ASISTIO|2024-06-03: NO_ASISTIO|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: 15000|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 15000|2024-07-15: ASISTIO_SIN_PAGO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: NO_ASISTIO|2024-08-05: 15000|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: NO_ASISTIO|2024-08-26: 20000|2024-09-02: 10000,Valentina Lopez,36,20,11,9,16,SI,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 1,valentina.lopez193@mail.com,hbBbtEsP,+57 3028570437;+57 3462274253
57,+57 3734295777,SI,17553,136000,30313,144000,-20760,DEBE:20760,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 13000|2024-01-22: 18000|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 13000|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: NO_ASISTIO|2024-03-04: 13000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 13000|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 13000|2024-04-15: 18000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: 18000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 18000|2024-05-27: NO_ASISTIO|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: 13000|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 8000|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: 8000|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: NO_ASISTIO|2024-08-05: 13000|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 8000|2024-09-02: NO_ASISTIO|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: NO_ASISTIO|2024-09-23: 13000|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: NO_ASISTIO|2024-10-14: NO_ASISTIO|2024-10-21: NO_ASISTIO|2024-10-28: 18000|2024-11-04: 8000|2024-11-11: NO_ASISTIO|2024-11-18: ASISTIO_SIN_PAGO|2024-11-25: NO_ASISTIO|2024-12-02: NO_ASISTIO|2024-12-09: NO_ASISTIO|2024-12-16: NO_ASISTIO,Laura Martinez,51,35,17,18,16,NO,NO,Colegio San José,colegio-san-jose,Grupo 4,laura.martinez786@mail.com,ZB12erZ6,+57 3734295777;+57 3059524710
57,+57 3692612522,NO,28439,90000,21501,70000,26938,A_FAVOR:26938,2024-01-01: 10000|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 15000|2024-02-19: NO_ASISTIO|2024-02-26: 15000|2024-03-04: 10000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 10000|2024-04-08: NO_ASISTIO|2024-04-15: 20000|2024-04-22: 15000|2024-04-29: 15000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: NO_ASISTIO|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: 10000,Carlos Martinez,26,16,9,7,10,NO,SI,Instituto Central,instituto-central,Grupo 2,carlos.martinez608@mail.com,7lnar91P,+57 3692612522;+57 3293601627
57,+57 3914640986,NO,27378,140000,18017,100000,49361,A_FAVOR:49361,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: NO_ASISTIO|2024-02-05: 15000|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: 10000|2024-02-26: 10000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 15000|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 10000|2024-04-08: 10000|2024-04-15: NO_ASISTIO|2024-04-22: NO_ASISTIO|2024-04-29: NO_ASISTIO|2024-05-06: 20000|2024-05-13: 10000|2024-05-20: NO_ASISTIO|2024-05-27: 15000|2024-06-03: 10000|2024-06-10: NO_ASISTIO|2024-06-17: 10000|2024-06-24: 10000|2024-07-01: NO_ASISTIO|2024-07-08: 20000|2024-07-15: 15000|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: NO_ASISTIO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: NO_ASISTIO|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: NO_ASISTIO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: NO_ASISTIO,Carlos Gomez,39,24,14,10,15,NO,SI,Colegio San José,colegio-san-jose,Grupo 2,carlos.gomez739@mail.com,UUZ7cCJZ,+57 3914640986;+57 3931652324
57,+57 3074263675,SI,9983,152000,665,136000,25318,A_FAVOR:25318,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: 8000|2024-01-15: NO_ASISTIO|2024-01-22: 8000|2024-01-29: NO_ASISTIO|2024-02-05: 8000|2024-02-12: 8000|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: 13000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: 13000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 13000|2024-05-13: 13000|2024-05-20: ASISTIO_SIN_PAGO|2024-05-27: NO_ASISTIO|2024-06-03: 18000|2024-06-10: NO_ASISTIO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: 18000|2024-07-01: NO_ASISTIO|2024-07-08: 8000|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: 18000|2024-08-05: 18000|2024-08-12: 18000|2024-08-19: NO_ASISTIO|2024-08-26: 18000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: 8000|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: NO_ASISTIO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: 8000|2024-10-14: ASISTIO_SIN_PAGO|2024-10-21: 18000|2024-10-28: NO_ASISTIO|2024-11-04: NO_ASISTIO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: NO_ASISTIO|2024-11-25: NO_ASISTIO|2024-12-02: NO_ASISTIO|2024-12-09: NO_ASISTIO|2024-12-16: ASISTIO_SIN_PAGO|2024-12-23: 18000|2024-12-30: ASISTIO_SIN_PAGO|2025-01-06: ASISTIO_SIN_PAGO,Sofia Gomez,54,36,19,17,18,SI,NO,Colegio San José,colegio-san-jose,Grupo 2,sofia.gomez121@mail.com,NLOmx6U1,+57 3074263675;+57 3756754835
57,+57 3297546412,NO,12616,140000,10198,80000,62418,A_FAVOR:62418,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: NO_ASISTIO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: 10000|2024-03-11: 10000|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 15000|2024-04-22: NO_ASISTIO|2024-04-29: 20000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: 15000|2024-05-20: NO_ASISTIO|2024-05-27: 15000|2024-06-03: 10000|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 20000|2024-06-24: 10000|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 20000|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: 15000|2024-08-05: 20000|2024-08-12: 20000|2024-08-19: NO_ASISTIO|2024-08-26: NO_ASISTIO|2024-09-02: NO_ASISTIO|2024-09-09: NO_ASISTIO|2024-09-16: 20000|2024-09-23: NO_ASISTIO|2024-09-30: NO_ASISTIO,Carlos Gomez,40,22,14,8,18,NO,SI,Instituto Central,instituto-central,Grupo 1,carlos.gomez82@mail.com,a0eAYDpl,+57 3297546412;+57 3572414642
57,+57 3429381756,NO,9688,80000,35818,140000,-86130,DEBE:86130,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 20000|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 15000|2024-02-05: NO_ASISTIO|2024-02-12: 20000|2024-02-19: 10000|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: NO_ASISTIO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO|2024-05-20: NO_ASISTIO|2024-05-27: NO_ASISTIO|2024-06-03: 15000|2024-06-10: NO_ASISTIO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: 10000|2024-07-01: NO_ASISTIO|2024-07-08: 10000|2024-07-15: 10000|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: NO_ASISTIO|2024-08-19: ASISTIO_SIN_PAGO,Juan Garcia,34,22,8,14,12,SI,SI,Academia Futuro,academia-futuro,Grupo 2,juan.garcia568@mail.com,BbNR1qFN,+57 3429381756;+57 3825723581
57,+57 3946755183,NO,21437,180000,13151,210000,-21714,DEBE:21714,2024-01-01: NO_ASISTIO|2024-01-08: 10000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: 20000|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: NO_ASISTIO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: 20000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: 10000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: 15000|2024-05-06: 10000|2024-05-13: 20000|2024-05-20: 10000|2024-05-27: 20000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: NO_ASISTIO|2024-06-17: ASISTIO_SIN_PAGO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: ASISTIO_SIN_PAGO|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: 10000|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: 20000|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 20000|2024-09-02: NO_ASISTIO|2024-09-09: NO_ASISTIO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: 20000|2024-09-30: NO_ASISTIO|2024-10-07: NO_ASISTIO|2024-10-14: ASISTIO_SIN_PAGO|2024-10-21: NO_ASISTIO|2024-10-28: ASISTIO_SIN_PAGO|2024-11-04: 15000|2024-11-11: NO_ASISTIO|2024-11-18: 15000|2024-11-25: NO_ASISTIO|2024-12-02: ASISTIO_SIN_PAGO|2024-12-09: NO_ASISTIO|2024-12-16: NO_ASISTIO|2024-12-23: 20000|2024-12-30: NO_ASISTIO|2025-01-06: 15000|2025-01-13: 10000,Maria Gomez,55,39,18,21,16,SI,NO,Instituto Central,instituto-central,Grupo 3,maria.gomez78@mail.com,kC2VPnps,+57 3946755183;+57 3903951449
57,+57 3989038033,SI,16603,144000,1743,48000,110860,A_FAVOR:110860,2024-01-01: 18000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: 13000|2024-01-22: 8000|2024-01-29: 13000|2024-02-05: NO_ASISTIO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: NO_ASISTIO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 8000|2024-03-25: NO_ASISTIO|2024-04-01: 13000|2024-04-08: 18000|2024-04-15: NO_ASISTIO|2024-04-22: 13000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 13000|2024-05-13: NO_ASISTIO|2024-05-20: NO_ASISTIO|2024-05-27: NO_ASISTIO|2024-06-03: 18000|2024-06-10: 8000|2024-06-17: 8000|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 8000|2024-07-08: NO_ASISTIO|2024-07-15: 8000|2024-07-22: NO_ASISTIO|2024-07-29: 13000|2024-08-05: 13000|2024-08-12: 8000|2024-08-19: 18000|2024-08-26: ASISTIO_SIN_PAGO,Juan Rodriguez,35,24,18,6,11,NO,SI,Academia Futuro,academia-futuro,Grupo 4,juan.rodriguez774@mail.com,kUqc0aRc,+57 3989038033;+57 3853267929
57,+57 3697629005,NO,1630,60000,18266,60000,-16636,DEBE:16636,2024-01-01: NO_ASISTIO|2024-01-08: NO_ASISTIO|2024-01-15: NO_ASISTIO|2024-01-22: 15000|2024-01-29: 10000|2024-02-05: NO_ASISTIO|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 10000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 15000|2024-03-25: 15000|2024-04-01: NO_ASISTIO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: 15000|2024-04-29: NO_ASISTIO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: NO_ASISTIO,Sofia Rodriguez,20,12,6,6,8,SI,NO,Academia Futuro,academia-futuro,Grupo 2,sofia.rodriguez818@mail.com,Jbk4r0sW,+57 3697629005;+57 3538638425
57,+57 3106898228,SI,47095,128000,21825,152000,1270,A_FAVOR:1270,2024-01-01: NO_ASISTIO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: NO_ASISTIO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: NO_ASISTIO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: 18000|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: 13000|2024-04-01: 18000|2024-04-08: 18000|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: NO_ASISTIO|2024-04-29: 8000|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: 18000|2024-05-20: NO_ASISTIO|2024-05-27: NO_ASISTIO|2024-06-03: NO_ASISTIO|2024-06-10: 8000|2024-06-17: NO_ASISTIO|2024-06-24: NO_ASISTIO|2024-07-01: 8000|2024-07-08: 8000|2024-07-15: 18000|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: 8000|2024-08-26: ASISTIO_SIN_PAGO|2024-09-02: 18000|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: ASISTIO_SIN_PAGO|2024-09-23: NO_ASISTIO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 18000|2024-10-21: 13000|2024-10-28: NO_ASISTIO|2024-11-04: NO_ASISTIO|2024-11-11: ASISTIO_SIN_PAGO|2024-11-18: ASISTIO_SIN_PAGO|2024-11-25: NO_ASISTIO|2024-12-02: NO_ASISTIO|2024-12-09: 13000|2024-12-16: 13000|2024-12-23: ASISTIO_SIN_PAGO|2024-12-30: NO_ASISTIO|2025-01-06: ASISTIO_SIN_PAGO|2025-01-13: NO_ASISTIO|2025-01-20: NO_ASISTIO|2025-01-27: NO_ASISTIO|2025-02-03: ASISTIO_SIN_PAGO|2025-02-10: NO_ASISTIO,Sofia Rodriguez,59,35,16,19,24,SI,NO,Colegio San José,colegio-san-jose,Grupo 3,sofia.rodriguez630@mail.com,8JU0Mono,+57 3106898228;+57 3338232176
57,+57 3478340540,NO,22159,60000,36709,120000,-74550,DEBE:74550,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: 10000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 15000|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: 10000|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: 10000|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: 10000|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: ASISTIO_SIN_PAGO|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 20000|2024-05-27: ASISTIO_SIN_PAGO,Laura Rodriguez,22,18,6,12,4,SI,NO,Instituto Central,instituto-central,Grupo 2,laura.rodriguez193@mail.com,QtP1hNdp,+57 3478340540;+57 3291442417
57,+57 3372008562,SI,14080,128000,22750,144000,-24670,DEBE:24670,2024-01-01: 18000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 13000|2024-03-04: 13000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: NO_ASISTIO|2024-04-15: ASISTIO_SIN_PAGO|2024-04-22: NO_ASISTIO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 18000|2024-05-13: ASISTIO_SIN_PAGO|2024-05-20: 18000|2024-05-27: NO_ASISTIO|2024-06-03: 13000|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: NO_ASISTIO|2024-06-24: NO_ASISTIO|2024-07-01: ASISTIO_SIN_PAGO|2024-07-08: 8000|2024-07-15: 8000|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: 18000|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: 13000|2024-08-26: ASISTIO_SIN_PAGO|2024-09-02: 13000|2024-09-09: ASISTIO_SIN_PAGO|2024-09-16: NO_ASISTIO|2024-09-23: NO_ASISTIO|2024-09-30: 18000|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: 13000|2024-10-21: 8000|2024-10-28: NO_ASISTIO|2024-11-04: 13000|2024-11-11: 8000|2024-11-18: ASISTIO_SIN_PAGO|2024-11-25: NO_ASISTIO,Andres Rodriguez,48,34,16,18,14,SI,NO,Colegio Nueva Era,colegio-nueva-era,Grupo 2,andres.rodriguez508@mail.com,P5Q2Nlq5,+57 3372008562;+57 3062868610
57,+57 3689097020,NO,43306,220000,16523,190000,56783,A_FAVOR:56783,2024-01-01: NO_ASISTIO|2024-01-08: 10000|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: 20000|2024-01-29: ASISTIO_SIN_PAGO|2024-02-05: 20000|2024-02-12: NO_ASISTIO|2024-02-19: ASISTIO_SIN_PAGO|2024-02-26: 20000|2024-03-04: 15000|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: NO_ASISTIO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 20000|2024-04-22: NO_ASISTIO|2024-04-29: 15000|2024-05-06: NO_ASISTIO|2024-05-13: 10000|2024-05-20: NO_ASISTIO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: 20000|2024-06-10: NO_ASISTIO|2024-06-17: NO_ASISTIO|2024-06-24: ASISTIO_SIN_PAGO|2024-07-01: 20000|2024-07-08: 15000|2024-07-15: NO_ASISTIO|2024-07-22: ASISTIO_SIN_PAGO|2024-07-29: ASISTIO_SIN_PAGO|2024-08-05: 15000|2024-08-12: 15000|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 15000|2024-09-02: ASISTIO_SIN_PAGO|2024-09-09: 20000|2024-09-16: 15000|2024-09-23: ASISTIO_SIN_PAGO|2024-09-30: ASISTIO_SIN_PAGO|2024-10-07: ASISTIO_SIN_PAGO|2024-10-14: NO_ASISTIO|2024-10-21: NO_ASISTIO|2024-10-28: 20000|2024-11-04: 10000|2024-11-11: NO_ASISTIO|2024-11-18: NO_ASISTIO|2024-11-25: ASISTIO_SIN_PAGO|2024-12-02: 10000|2024-12-09: NO_ASISTIO|2024-12-16: ASISTIO_SIN_PAGO|2024-12-23: ASISTIO_SIN_PAGO|2024-12-30: 15000|2025-01-06: ASISTIO_SIN_PAGO|2025-01-13: NO_ASISTIO|2025-01-20: ASISTIO_SIN_PAGO|2025-01-27: NO_ASISTIO|2025-02-03: 15000|2025-02-10: NO_ASISTIO|2025-02-17: 20000,Maria Rodriguez,60,41,22,19,19,SI,SI,Colegio San José,colegio-san-jose,Grupo 3,maria.rodriguez265@mail.com,ACCWUhzt,+57 3689097020;+57 3469846674
57,+57 3332034121,SI,18821,96000,30293,120000,-35472,DEBE:35472,2024-01-01: ASISTIO_SIN_PAGO|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: ASISTIO_SIN_PAGO|2024-01-22: ASISTIO_SIN_PAGO|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: 13000|2024-02-19: 13000|2024-02-26: NO_ASISTIO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: NO_ASISTIO|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: ASISTIO_SIN_PAGO|2024-04-08: NO_ASISTIO|2024-04-15: NO_ASISTIO|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: 8000|2024-05-13: 8000|2024-05-20: 18000|2024-05-27: 18000|2024-06-03: ASISTIO_SIN_PAGO|2024-06-10: ASISTIO_SIN_PAGO|2024-06-17: 8000|2024-06-24: 13000|2024-07-01: 18000|2024-07-08: 18000|2024-07-15: NO_ASISTIO|2024-07-22: NO_ASISTIO|2024-07-29: NO_ASISTIO|2024-08-05: ASISTIO_SIN_PAGO|2024-08-12: ASISTIO_SIN_PAGO|2024-08-19: ASISTIO_SIN_PAGO|2024-08-26: 8000|2024-09-02: 13000,Pedro Rodriguez,36,27,12,15,9,SI,SI,Instituto Central,instituto-central,Grupo 1,pedro.rodriguez492@mail.com,EvKOXOtr,+57 3332034121;+57 3399235022
57,+57 3074840718,NO,18697,50000,42048,60000,-33351,DEBE:33351,2024-01-01: 10000|2024-01-08: ASISTIO_SIN_PAGO|2024-01-15: NO_ASISTIO|2024-01-22: NO_ASISTIO|2024-01-29: 15000|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: ASISTIO_SIN_PAGO|2024-02-19: NO_ASISTIO|2024-02-26: NO_ASISTIO|2024-03-04: NO_ASISTIO|2024-03-11: ASISTIO_SIN_PAGO|2024-03-18: 15000|2024-03-25: ASISTIO_SIN_PAGO|2024-04-01: 15000|2024-04-08: ASISTIO_SIN_PAGO|2024-04-15: 10000|2024-04-22: NO_ASISTIO|2024-04-29: NO_ASISTIO|2024-05-06: NO_ASISTIO|2024-05-13: NO_ASISTIO,Maria Perez,20,11,5,6,9,NO,SI,Instituto Central,instituto-central,Grupo 4,maria.perez497@mail.com,eMWkD7AO,+57 3074840718;+57 3407981753
57,+57 3473453461,NO,23363,80000,18125,80000,5238,A_FAVOR:5238,2024-01-01: 20000|2024-01-08: 15000|2024-01-15: 10000|2024-01-22: 20000|2024-01-29: NO_ASISTIO|2024-02-05: ASISTIO_SIN_PAGO|2024-02-12: NO_ASISTIO|2024-02-19: NO_ASISTIO|2024-02-26: ASISTIO_SIN_PAGO|2024-03-04: ASISTIO_SIN_PAGO|2024-03-11: 20000|2024-03-18: ASISTIO_SIN_PAGO|2024-03-25: NO_ASISTIO|2024-04-01: NO_ASISTIO|2024-04-08: 15000|2024-04-15: 15000|2024-04-22: ASISTIO_SIN_PAGO|2024-04-29: ASISTIO_SIN_PAGO|2024-05-06: NO_ASISTIO|2024-05-13: 15000|2024-05-20: NO_ASISTIO|2024-05-27: ASISTIO_SIN_PAGO|2024-06-03: ASISTIO_SIN_PAGO,Sofia Gomez,23,16,8,8,7,SI,NO,Instituto Central,instituto-central,Grupo 3,sofia.gomez776@mail.com,Rwxun0zO,+57 3473453461;+57 3795037521
